x,y,y_pred
0,-13.0578285820739,0
0.01,-6.49209172762653,0.03
0.02,-0.0300322346838628,0.06
0.03,-0.665603975844335,0.09
0.04,10.2496535439967,0.12
0.05,-4.4860474466243,0.15
0.06,-1.90035744830701,0.18
0.07,2.96679153955873,0.21
0.08,-2.144607482066,0.24
0.09,-4.02471548293149,0.27
0.1,11.5918659610515,0.3
0.11,-0.118119799379122,0.33
0.12,-1.0885385638877,0.36
0.13,-4.75576639872033,0.39
0.14,-0.50673309948216,0.42
0.15,5.54406913886383,0.45
0.16,2.77528549821427,0.48
0.17,-0.820888702929534,0.51
0.18,2.9183474334235,0.54
0.19,-1.97526539654706,0.57
0.2,-4.80685771573157,0.6
0.21,-9.31695543409279,0.63
0.22,-5.0942130698244,0.66
0.23,-0.757103400711297,0.69
0.24,7.90559368294106,0.72
0.25,-10.3606951344751,0.75
0.26,-1.45876847108383,0.78
0.27,-12.7052153097995,0.81
0.28,-15.7260462441302,0.84
0.29,7.15077097975912,0.87
0.3,-6.23524614204064,0.9
0.31,-6.16059246509121,0.93
0.32,5.08054697196872,0.96
0.33,0.785905742294046,0.99
0.34,-0.833720505180612,1.02
0.35,6.02432161354685,1.05
0.36,-2.84206832459389,1.08
0.37,6.67248959538247,1.11
0.38,5.53410654664436,1.14
0.39,0.427607602815412,1.17
0.4,-4.18502008437158,1.2
0.41,-0.595634621142705,1.23
0.42,9.17272249453178,1.26
0.43,4.63234413615259,1.29
0.44,-1.84995932534872,1.32
0.45,-0.670018957220945,1.35
0.46,8.5790236817957,1.38
0.47,-6.32890869097051,1.41
0.48,6.35165839185826,1.44
0.49,3.71407797629138,1.47
0.5,1.60779474266103,1.5
0.51,-15.2097844450756,1.53
0.52,0.874683803242352,1.56
0.53,-0.0261156005010406,1.59
0.54,4.09312664012627,1.62
0.55,-2.08975303722446,1.65
0.56,4.04349995993485,1.68
0.57,-2.73416109128501,1.71
0.58,2.43109921744476,1.74
0.59,6.58245454388125,1.77
0.6,6.7392846640228,1.8
0.61,-4.65153461842701,1.83
0.62,2.50868346519749,1.86
0.63,-5.01735885791062,1.89
0.64,-7.36642193386365,1.92
0.65,1.32001825522637,1.95
0.66,1.81463031092143,1.98
0.67,-1.00082322705746,2.01
0.68,3.09765937007553,2.04
0.69,4.74611557304285,2.07
0.7,-0.322610367077075,2.1
0.71,13.8618764048184,2.13
0.72,9.02771186141972,2.16
0.73,-1.41626769095376,2.19
0.74,0.276052021754998,2.22
0.75,-7.02775890931335,2.25
0.76,-0.674743705933656,2.28
0.77,1.52042240744764,2.31
0.78,-5.27129238615694,2.34
0.79,4.52147027101319,2.37
0.8,0.6397730480595,2.4
0.81,-0.883038486579552,2.43
0.82,8.30725305235313,2.46
