x,y,y_pred
0,-26.70986761119,0
0.01,4.91904895120377,0
0.02,23.9797158207571,0
0.03,2.1147747369179,0
0.04,8.12040097567997,0
0.05,-7.12573436113488,0
0.06,3.21895985771349,0
0.07,-43.5500989358004,0
0.08,-20.4094032278768,0
0.09,-2.75860927619275,0
0.1,16.746961155131,0
0.11,45.1077328392356,0
0.12,42.332023341277,0
0.13,9.27744131447403,0
0.14,7.42074078928348,0
0.15,-10.9441486552213,0
0.16,-33.3153625510374,0
0.17,21.0396120794069,0
0.18,-29.4721262890549,0
0.19,1.16305438299087,0
0.2,-54.9261664780437,0
0.21,-25.731200989257,0
0.22,1.79594641270929,0
0.23,13.6211716433631,0
0.24,0.270821209284492,0
0.25,-3.24277846228388,0
0.26,-29.2881032154486,0
0.27,-39.5279711108882,0
0.28,-46.5262767057555,0
0.29,5.71709564581306,0
0.3,-19.9442679988294,0
0.31,-0.805549974358418,0
0.32,-5.84180798183292,0
0.33,1.73906866361323,0
0.34,3.43530432386973,0
0.35,23.2453364266506,0
0.36,9.18447925057193,0
0.37,4.69622754448827,0
0.38,15.795698055895,0
0.39,2.72642169559066,0
0.4,16.2844893331396,0
0.41,-41.2119699566947,0
0.42,-14.7794869437779,0
0.43,35.1346714445949,0
0.44,-7.96285225154763,0
0.45,43.7074277804527,0
0.46,6.93983988775273,0
0.47,1.99571359778819,0
0.48,-8.55786807351825,0
0.49,25.3932845070019,0
0.5,-22.830701032478,0
0.51,-6.54249585662272,0
0.52,-7.76938421644291,0
0.53,33.4942681372104,0
0.54,2.15362970642515,0
0.55,10.766686296478,0
0.56,-28.2559972480284,0
0.57,-32.781235570126,0
0.58,1.58503161873954,0
0.59,-0.404553100461231,0
0.6,31.7933442163341,0
0.61,-18.5189715210192,0
0.62,-3.01461661193141,0
0.63,-53.1716965437363,0
0.64,8.94713297494711,0
0.65,38.3039183413716,0
0.66,7.18037889645486,0
0.67,-23.4187980210823,0
0.68,44.298957958692,0
0.69,-34.2314305021039,0
0.7,6.69294467163875,0
0.71,6.01017132716932,0
0.72,40.3440815046963,0
0.73,-3.20176322564462,0
0.74,23.6545702103717,0
0.75,-16.2402367621133,0
